filepath,age,age_group,label
face_age/069/8150.png,69,older,5
face_age/058/4462.png,58,mature,4
face_age/026/5278.png,26,youth,2
face_age/085/9468.png,85,older,5
face_age/004/8366.png,4,child,0
face_age/017/814.png,17,teen,1
face_age/024/5457.png,24,youth,2
face_age/031/1484.png,31,mid,3
face_age/034/608.png,34,mid,3
face_age/061/1334.png,61,older,5
face_age/026/4010.png,26,youth,2
face_age/009/5244.png,9,child,0
face_age/070/5364.png,70,older,5
face_age/062/4070.png,62,older,5
face_age/028/2157.png,28,youth,2
face_age/053/879.png,53,mature,4
face_age/039/3323.png,39,mid,3
face_age/004/8289.png,4,child,0
face_age/054/1867.png,54,mature,4
face_age/083/5401.png,83,older,5
face_age/015/2743.png,15,teen,1
face_age/052/4585.png,52,mature,4
face_age/037/704.png,37,mid,3
face_age/017/2673.png,17,teen,1
face_age/017/7302.png,17,teen,1
face_age/021/8377.png,21,youth,2
face_age/096/302.png,96,older,5
face_age/026/1432.png,26,youth,2
face_age/062/504.png,62,older,5
face_age/012/9298.png,12,child,0
face_age/014/9413.png,14,teen,1
face_age/024/677.png,24,youth,2
face_age/007/2227.png,7,child,0
face_age/085/3123.png,85,older,5
face_age/033/1606.png,33,mid,3
face_age/034/1949.png,34,mid,3
face_age/025/5646.png,25,youth,2
face_age/026/5442.png,26,youth,2
face_age/080/9118.png,80,older,5
face_age/016/7169.png,16,teen,1
face_age/045/2617.png,45,mid,3
face_age/023/7144.png,23,youth,2
face_age/005/5025.png,5,child,0
face_age/009/6392.png,9,child,0
face_age/032/3178.png,32,mid,3
face_age/082/6378.png,82,older,5
face_age/086/4244.png,86,older,5
face_age/085/1713.png,85,older,5
face_age/047/1398.png,47,mature,4
face_age/005/4724.png,5,child,0
face_age/008/2728.png,8,child,0
face_age/061/6006.png,61,older,5
face_age/014/2030.png,14,teen,1
face_age/014/9665.png,14,teen,1
face_age/022/85.png,22,youth,2
face_age/062/6697.png,62,older,5
face_age/029/2806.png,29,youth,2
face_age/078/1727.png,78,older,5
face_age/069/9151.png,69,older,5
face_age/011/6801.png,11,child,0
face_age/035/2468.png,35,mid,3
face_age/026/6797.png,26,youth,2
face_age/026/5721.png,26,youth,2
face_age/029/4131.png,29,youth,2
face_age/016/9138.png,16,teen,1
face_age/076/583.png,76,older,5
face_age/029/4169.png,29,youth,2
face_age/029/4522.png,29,youth,2
face_age/011/5090.png,11,child,0
face_age/018/8838.png,18,teen,1
face_age/060/3859.png,60,mature,4
face_age/016/3910.png,16,teen,1
face_age/085/9592.png,85,older,5
face_age/024/5506.png,24,youth,2
face_age/015/8008.png,15,teen,1
face_age/061/5820.png,61,older,5
face_age/086/1119.png,86,older,5
face_age/050/7584.png,50,mature,4
face_age/012/1114.png,12,child,0
face_age/036/9448.png,36,mid,3
face_age/004/4439.png,4,child,0
face_age/038/7882.png,38,mid,3
face_age/014/1572.png,14,teen,1
face_age/026/1801.png,26,youth,2
face_age/090/6260.png,90,older,5
face_age/022/2485.png,22,youth,2
face_age/024/8099.png,24,youth,2
face_age/027/9123.png,27,youth,2
face_age/008/804.png,8,child,0
face_age/022/4198.png,22,youth,2
face_age/030/8541.png,30,youth,2
face_age/028/8996.png,28,youth,2
face_age/021/8242.png,21,youth,2
face_age/060/6265.png,60,mature,4
face_age/053/2603.png,53,mature,4
face_age/026/3687.png,26,youth,2
face_age/026/319.png,26,youth,2
face_age/080/2363.png,80,older,5
face_age/020/9617.png,20,youth,2
face_age/021/6133.png,21,youth,2
face_age/021/5046.png,21,youth,2
face_age/016/7658.png,16,teen,1
face_age/005/6027.png,5,child,0
face_age/038/7668.png,38,mid,3
face_age/072/3616.png,72,older,5
face_age/027/9684.png,27,youth,2
face_age/032/4270.png,32,mid,3
face_age/004/4950.png,4,child,0
face_age/068/404.png,68,older,5
face_age/005/7698.png,5,child,0
face_age/022/7077.png,22,youth,2
face_age/041/5959.png,41,mid,3
face_age/039/715.png,39,mid,3
face_age/056/8713.png,56,mature,4
face_age/030/7945.png,30,youth,2
face_age/034/5697.png,34,mid,3
face_age/027/7638.png,27,youth,2
face_age/007/6207.png,7,child,0
face_age/025/2365.png,25,youth,2
face_age/018/937.png,18,teen,1
face_age/067/7293.png,67,older,5
face_age/026/8094.png,26,youth,2
face_age/006/2682.png,6,child,0
face_age/074/821.png,74,older,5
face_age/090/5114.png,90,older,5
face_age/075/4854.png,75,older,5
face_age/066/4509.png,66,older,5
face_age/042/3249.png,42,mid,3
face_age/021/1662.png,21,youth,2
face_age/050/3589.png,50,mature,4
face_age/005/5998.png,5,child,0
face_age/010/4759.png,10,child,0
face_age/018/6532.png,18,teen,1
face_age/012/1376.png,12,child,0
face_age/052/4858.png,52,mature,4
face_age/012/4688.png,12,child,0
face_age/008/2769.png,8,child,0
face_age/017/832.png,17,teen,1
face_age/053/489.png,53,mature,4
face_age/040/4333.png,40,mid,3
face_age/043/5829.png,43,mid,3
face_age/025/1819.png,25,youth,2
face_age/024/3225.png,24,youth,2
face_age/032/1511.png,32,mid,3
face_age/059/300.png,59,mature,4
face_age/042/7250.png,42,mid,3
face_age/069/2841.png,69,older,5
face_age/018/5299.png,18,teen,1
face_age/040/8854.png,40,mid,3
face_age/005/3739.png,5,child,0
face_age/049/3177.png,49,mature,4
face_age/015/8972.png,15,teen,1
face_age/004/1956.png,4,child,0
face_age/047/9316.png,47,mature,4
face_age/075/9574.png,75,older,5
face_age/052/1304.png,52,mature,4
face_age/015/6763.png,15,teen,1
face_age/047/7401.png,47,mature,4
face_age/060/770.png,60,mature,4
face_age/007/7753.png,7,child,0
face_age/063/6977.png,63,older,5
face_age/030/6527.png,30,youth,2
face_age/037/6409.png,37,mid,3
face_age/004/9775.png,4,child,0
face_age/060/1580.png,60,mature,4
face_age/065/4384.png,65,older,5
face_age/029/2660.png,29,youth,2
face_age/041/921.png,41,mid,3
face_age/024/245.png,24,youth,2
face_age/004/1455.png,4,child,0
face_age/052/4283.png,52,mature,4
face_age/008/2559.png,8,child,0
face_age/043/564.png,43,mid,3
face_age/025/6418.png,25,youth,2
face_age/026/3385.png,26,youth,2
face_age/024/3357.png,24,youth,2
face_age/004/5282.png,4,child,0
face_age/049/5428.png,49,mature,4
face_age/023/7907.png,23,youth,2
face_age/072/90.png,72,older,5
face_age/050/4047.png,50,mature,4
face_age/024/7189.png,24,youth,2
face_age/009/5345.png,9,child,0
face_age/015/7433.png,15,teen,1
face_age/020/1115.png,20,youth,2
face_age/018/3698.png,18,teen,1
face_age/052/2153.png,52,mature,4
face_age/045/9034.png,45,mid,3
face_age/058/4805.png,58,mature,4
face_age/017/4789.png,17,teen,1
face_age/075/556.png,75,older,5
face_age/056/5565.png,56,mature,4
face_age/036/2523.png,36,mid,3
face_age/075/1550.png,75,older,5
face_age/081/7586.png,81,older,5
face_age/008/2871.png,8,child,0
face_age/056/9422.png,56,mature,4
face_age/021/6147.png,21,youth,2
face_age/032/5460.png,32,mid,3
face_age/025/4498.png,25,youth,2
face_age/035/7408.png,35,mid,3
face_age/039/2789.png,39,mid,3
face_age/016/7289.png,16,teen,1
face_age/039/8314.png,39,mid,3
face_age/026/232.png,26,youth,2
face_age/031/459.png,31,mid,3
face_age/033/2343.png,33,mid,3
face_age/042/4004.png,42,mid,3
face_age/016/7793.png,16,teen,1
face_age/005/8553.png,5,child,0
face_age/017/6439.png,17,teen,1
face_age/025/3877.png,25,youth,2
face_age/085/7241.png,85,older,5
face_age/016/6233.png,16,teen,1
face_age/015/1512.png,15,teen,1
face_age/024/2948.png,24,youth,2
face_age/028/699.png,28,youth,2
face_age/006/2678.png,6,child,0
face_age/026/9509.png,26,youth,2
face_age/026/4673.png,26,youth,2
face_age/046/8264.png,46,mature,4
face_age/006/8431.png,6,child,0
face_age/056/1280.png,56,mature,4
face_age/051/6735.png,51,mature,4
face_age/025/282.png,25,youth,2
face_age/042/4612.png,42,mid,3
face_age/032/2805.png,32,mid,3
face_age/005/6658.png,5,child,0
face_age/026/9416.png,26,youth,2
face_age/010/1279.png,10,child,0
face_age/012/8506.png,12,child,0
face_age/043/5350.png,43,mid,3
face_age/047/5075.png,47,mature,4
face_age/048/8132.png,48,mature,4
face_age/004/6130.png,4,child,0
face_age/004/5383.png,4,child,0
face_age/016/7914.png,16,teen,1
face_age/047/1766.png,47,mature,4
face_age/048/4520.png,48,mature,4
face_age/053/1731.png,53,mature,4
face_age/027/9337.png,27,youth,2
face_age/057/3658.png,57,mature,4
face_age/068/1915.png,68,older,5
face_age/012/6085.png,12,child,0
face_age/080/2636.png,80,older,5
face_age/036/6586.png,36,mid,3
face_age/050/6654.png,50,mature,4
face_age/020/4891.png,20,youth,2
face_age/055/5177.png,55,mature,4
face_age/065/0.png,65,older,5
face_age/080/6578.png,80,older,5
face_age/042/7539.png,42,mid,3
face_age/033/5946.png,33,mid,3
face_age/010/3577.png,10,child,0
face_age/021/4487.png,21,youth,2
face_age/051/4784.png,51,mature,4
face_age/011/9777.png,11,child,0
face_age/035/9396.png,35,mid,3
face_age/039/2511.png,39,mid,3
face_age/029/8131.png,29,youth,2
face_age/082/9078.png,82,older,5
face_age/036/3055.png,36,mid,3
face_age/036/6041.png,36,mid,3
face_age/072/9357.png,72,older,5
face_age/050/8736.png,50,mature,4
face_age/070/7569.png,70,older,5
face_age/008/312.png,8,child,0
face_age/055/5595.png,55,mature,4
face_age/085/8868.png,85,older,5
face_age/015/9531.png,15,teen,1
face_age/044/1746.png,44,mid,3
face_age/034/6603.png,34,mid,3
face_age/033/988.png,33,mid,3
face_age/008/8479.png,8,child,0
face_age/059/2320.png,59,mature,4
face_age/058/289.png,58,mature,4
face_age/031/4567.png,31,mid,3
face_age/024/9449.png,24,youth,2
face_age/017/2047.png,17,teen,1
face_age/026/629.png,26,youth,2
face_age/007/9217.png,7,child,0
face_age/041/910.png,41,mid,3
face_age/022/4742.png,22,youth,2
face_age/040/1366.png,40,mid,3
face_age/036/5328.png,36,mid,3
face_age/016/4219.png,16,teen,1
face_age/009/1299.png,9,child,0
face_age/058/6060.png,58,mature,4
face_age/021/9127.png,21,youth,2
face_age/010/9094.png,10,child,0
face_age/025/6067.png,25,youth,2
face_age/072/7992.png,72,older,5
face_age/056/2951.png,56,mature,4
face_age/031/5505.png,31,mid,3
face_age/009/7544.png,9,child,0
face_age/016/9356.png,16,teen,1
face_age/014/1047.png,14,teen,1
face_age/076/5586.png,76,older,5
face_age/013/3625.png,13,teen,1
face_age/024/6709.png,24,youth,2
face_age/026/6327.png,26,youth,2
face_age/033/7915.png,33,mid,3
face_age/007/5767.png,7,child,0
face_age/058/9595.png,58,mature,4
face_age/026/3943.png,26,youth,2
face_age/018/3764.png,18,teen,1
face_age/033/7358.png,33,mid,3
face_age/034/1197.png,34,mid,3
face_age/049/7090.png,49,mature,4
face_age/030/5225.png,30,youth,2
face_age/048/427.png,48,mature,4
face_age/062/3070.png,62,older,5
face_age/030/1966.png,30,youth,2
face_age/045/5988.png,45,mid,3
face_age/016/4607.png,16,teen,1
face_age/052/8892.png,52,mature,4
face_age/030/2856.png,30,youth,2
face_age/025/4552.png,25,youth,2
face_age/014/9599.png,14,teen,1
face_age/024/7036.png,24,youth,2
face_age/055/8586.png,55,mature,4
face_age/026/6253.png,26,youth,2
face_age/053/4020.png,53,mature,4
face_age/050/9098.png,50,mature,4
face_age/042/4028.png,42,mid,3
face_age/007/8009.png,7,child,0
face_age/042/6334.png,42,mid,3
face_age/092/1061.png,92,older,5
face_age/072/2362.png,72,older,5
face_age/050/3989.png,50,mature,4
face_age/042/4055.png,42,mid,3
face_age/014/5426.png,14,teen,1
face_age/055/5107.png,55,mature,4
face_age/016/4508.png,16,teen,1
face_age/034/624.png,34,mid,3
face_age/035/1518.png,35,mid,3
face_age/056/6104.png,56,mature,4
face_age/027/1176.png,27,youth,2
face_age/025/6427.png,25,youth,2
face_age/056/5070.png,56,mature,4
face_age/052/9406.png,52,mature,4
face_age/040/120.png,40,mid,3
face_age/020/7541.png,20,youth,2
face_age/005/707.png,5,child,0
face_age/004/2853.png,4,child,0
face_age/042/3332.png,42,mid,3
face_age/006/9015.png,6,child,0
face_age/026/6777.png,26,youth,2
face_age/065/3432.png,65,older,5
face_age/050/6636.png,50,mature,4
face_age/026/6813.png,26,youth,2
face_age/004/7780.png,4,child,0
face_age/005/7694.png,5,child,0
face_age/033/5182.png,33,mid,3
face_age/014/3525.png,14,teen,1
face_age/027/3831.png,27,youth,2
face_age/018/4545.png,18,teen,1
face_age/040/3175.png,40,mid,3
face_age/004/4175.png,4,child,0
face_age/023/8222.png,23,youth,2
face_age/045/5347.png,45,mid,3
face_age/065/1758.png,65,older,5
face_age/085/2937.png,85,older,5
face_age/068/1665.png,68,older,5
face_age/012/3373.png,12,child,0
face_age/004/2979.png,4,child,0
face_age/005/8855.png,5,child,0
face_age/005/42.png,5,child,0
face_age/015/6293.png,15,teen,1
face_age/017/2880.png,17,teen,1
face_age/023/5391.png,23,youth,2
face_age/034/5515.png,34,mid,3
face_age/015/8945.png,15,teen,1
face_age/027/1555.png,27,youth,2
face_age/055/8379.png,55,mature,4
face_age/056/7946.png,56,mature,4
face_age/016/4959.png,16,teen,1
face_age/006/4413.png,6,child,0
face_age/029/5204.png,29,youth,2
face_age/035/258.png,35,mid,3
face_age/016/4672.png,16,teen,1
face_age/037/839.png,37,mid,3
face_age/045/3423.png,45,mid,3
face_age/023/2482.png,23,youth,2
face_age/090/537.png,90,older,5
face_age/030/6620.png,30,youth,2
face_age/042/2113.png,42,mid,3
face_age/075/9343.png,75,older,5
face_age/039/633.png,39,mid,3
face_age/050/2949.png,50,mature,4
face_age/023/5241.png,23,youth,2
face_age/009/6057.png,9,child,0
face_age/022/1524.png,22,youth,2
face_age/039/8136.png,39,mid,3
face_age/034/7252.png,34,mid,3
face_age/042/2851.png,42,mid,3
face_age/085/1397.png,85,older,5
face_age/065/122.png,65,older,5
face_age/061/5937.png,61,older,5
face_age/026/3999.png,26,youth,2
face_age/024/2259.png,24,youth,2
face_age/030/7167.png,30,youth,2
face_age/029/3533.png,29,youth,2
face_age/028/5262.png,28,youth,2
face_age/021/6521.png,21,youth,2
face_age/017/8609.png,17,teen,1
face_age/009/6189.png,9,child,0
face_age/017/9272.png,17,teen,1
face_age/007/6383.png,7,child,0
face_age/021/1593.png,21,youth,2
face_age/056/8025.png,56,mature,4
face_age/005/7217.png,5,child,0
face_age/090/3564.png,90,older,5
face_age/072/2859.png,72,older,5
face_age/014/3307.png,14,teen,1
face_age/026/8217.png,26,youth,2
face_age/015/8851.png,15,teen,1
face_age/007/663.png,7,child,0
face_age/018/4663.png,18,teen,1
face_age/014/4118.png,14,teen,1
face_age/027/2443.png,27,youth,2
face_age/031/7120.png,31,mid,3
face_age/027/1132.png,27,youth,2
face_age/008/6631.png,8,child,0
face_age/052/62.png,52,mature,4
face_age/010/595.png,10,child,0
face_age/046/4311.png,46,mature,4
face_age/015/9335.png,15,teen,1
face_age/042/7752.png,42,mid,3
face_age/075/7365.png,75,older,5
face_age/010/8623.png,10,child,0
face_age/005/8120.png,5,child,0
face_age/004/3114.png,4,child,0
face_age/009/543.png,9,child,0
face_age/040/7864.png,40,mid,3
face_age/052/3921.png,52,mature,4
face_age/034/9633.png,34,mid,3
face_age/020/747.png,20,youth,2
face_age/033/8429.png,33,mid,3
face_age/073/3749.png,73,older,5
face_age/067/1051.png,67,older,5
face_age/010/2082.png,10,child,0
face_age/027/2578.png,27,youth,2
face_age/011/6982.png,11,child,0
face_age/052/2129.png,52,mature,4
face_age/024/6455.png,24,youth,2
face_age/010/7106.png,10,child,0
face_age/025/711.png,25,youth,2
face_age/032/2807.png,32,mid,3
face_age/035/7412.png,35,mid,3
face_age/025/6734.png,25,youth,2
face_age/032/9432.png,32,mid,3
face_age/021/1046.png,21,youth,2
face_age/038/6372.png,38,mid,3
face_age/016/6711.png,16,teen,1
face_age/012/7858.png,12,child,0
face_age/027/3686.png,27,youth,2
face_age/011/1204.png,11,child,0
face_age/084/7934.png,84,older,5
face_age/026/4473.png,26,youth,2
face_age/024/5487.png,24,youth,2
face_age/060/5138.png,60,mature,4
face_age/016/2800.png,16,teen,1
face_age/008/3659.png,8,child,0
face_age/045/4308.png,45,mid,3
face_age/029/1242.png,29,youth,2
face_age/016/3395.png,16,teen,1
face_age/026/6035.png,26,youth,2
face_age/085/4061.png,85,older,5
face_age/005/449.png,5,child,0
face_age/031/2185.png,31,mid,3
face_age/095/7088.png,95,older,5
face_age/028/7247.png,28,youth,2
face_age/024/4263.png,24,youth,2
face_age/010/4927.png,10,child,0
face_age/053/6398.png,53,mature,4
face_age/006/3454.png,6,child,0
face_age/047/842.png,47,mature,4
face_age/004/5162.png,4,child,0
face_age/020/8210.png,20,youth,2
face_age/063/8733.png,63,older,5
face_age/086/7291.png,86,older,5
face_age/052/3062.png,52,mature,4
face_age/005/8620.png,5,child,0
face_age/019/9776.png,19,teen,1
face_age/020/772.png,20,youth,2
face_age/017/8661.png,17,teen,1
face_age/026/8841.png,26,youth,2
face_age/033/5040.png,33,mid,3
face_age/065/7303.png,65,older,5
face_age/039/1193.png,39,mid,3
face_age/018/2572.png,18,teen,1
face_age/032/461.png,32,mid,3
face_age/010/3268.png,10,child,0
face_age/085/2311.png,85,older,5
face_age/047/8038.png,47,mature,4
face_age/043/8630.png,43,mid,3
face_age/004/5719.png,4,child,0
face_age/028/415.png,28,youth,2
face_age/053/2471.png,53,mature,4
face_age/016/5867.png,16,teen,1
face_age/056/9134.png,56,mature,4
face_age/016/2514.png,16,teen,1
face_age/049/6518.png,49,mature,4
face_age/024/511.png,24,youth,2
face_age/032/176.png,32,mid,3
face_age/034/3041.png,34,mid,3
face_age/060/4067.png,60,mature,4
face_age/008/3617.png,8,child,0
face_age/021/8635.png,21,youth,2
face_age/050/6650.png,50,mature,4
face_age/004/2765.png,4,child,0
face_age/026/7509.png,26,youth,2
face_age/009/696.png,9,child,0
face_age/037/9247.png,37,mid,3
face_age/054/574.png,54,mature,4
face_age/054/3833.png,54,mature,4
face_age/085/2563.png,85,older,5
face_age/062/4107.png,62,older,5
face_age/046/2472.png,46,mature,4
face_age/026/4952.png,26,youth,2
face_age/031/3318.png,31,mid,3
face_age/054/3300.png,54,mature,4
face_age/110/3906.png,110,older,5
face_age/022/4940.png,22,youth,2
face_age/050/7035.png,50,mature,4
face_age/008/8761.png,8,child,0
face_age/004/8158.png,4,child,0
face_age/054/8293.png,54,mature,4
face_age/025/1370.png,25,youth,2
face_age/015/9716.png,15,teen,1
face_age/039/7434.png,39,mid,3
face_age/004/1237.png,4,child,0
face_age/080/6015.png,80,older,5
face_age/044/3586.png,44,mid,3
face_age/010/2250.png,10,child,0
face_age/030/1741.png,30,youth,2
face_age/026/9560.png,26,youth,2
face_age/036/6950.png,36,mid,3
face_age/023/4220.png,23,youth,2
face_age/008/8925.png,8,child,0
face_age/012/7885.png,12,child,0
face_age/039/3551.png,39,mid,3
face_age/016/5610.png,16,teen,1
face_age/026/4813.png,26,youth,2
face_age/025/7553.png,25,youth,2
face_age/085/8852.png,85,older,5
face_age/029/474.png,29,youth,2
face_age/012/3534.png,12,child,0
face_age/018/5247.png,18,teen,1
face_age/016/8647.png,16,teen,1
face_age/008/4961.png,8,child,0
face_age/018/733.png,18,teen,1
face_age/007/8735.png,7,child,0
face_age/085/9771.png,85,older,5
face_age/004/7119.png,4,child,0
face_age/056/6819.png,56,mature,4
face_age/006/4757.png,6,child,0
face_age/027/6129.png,27,youth,2
face_age/049/9214.png,49,mature,4
face_age/060/5866.png,60,mature,4
face_age/028/3754.png,28,youth,2
face_age/072/3566.png,72,older,5
face_age/039/8348.png,39,mid,3
face_age/049/4247.png,49,mature,4
face_age/053/1538.png,53,mature,4
face_age/029/8571.png,29,youth,2
face_age/042/4249.png,42,mid,3
face_age/030/4856.png,30,youth,2
face_age/059/2006.png,59,mature,4
face_age/008/2281.png,8,child,0
face_age/026/8082.png,26,youth,2
face_age/064/3149.png,64,older,5
face_age/018/3475.png,18,teen,1
